date,event_count,total_severity,avg_severity,max_severity,total_impact,avg_impact,max_impact,total_price_impact,avg_price_impact,reliability,sanctions_count,sanctions_severity,sanctions_impact,production_policy_count,production_policy_severity,production_policy_impact,military_conflict_count,military_conflict_severity,military_conflict_impact,infrastructure_count,infrastructure_severity,infrastructure_impact,geopolitical_tension_count,geopolitical_tension_severity,geopolitical_tension_impact,inventory_report_count,inventory_report_severity,inventory_report_impact,trade_flow_disruption_count,trade_flow_disruption_severity,trade_flow_disruption_impact,day_of_week,is_weekend,day_of_month,month,quarter,event_count_3d_avg,event_count_3d_std,total_severity_3d_avg,total_severity_3d_std,total_impact_3d_avg,total_impact_3d_std,total_price_impact_3d_avg,total_price_impact_3d_std,event_count_7d_avg,event_count_7d_std,total_severity_7d_avg,total_severity_7d_std,total_impact_7d_avg,total_impact_7d_std,total_price_impact_7d_avg,total_price_impact_7d_std,event_count_14d_avg,event_count_14d_std,total_severity_14d_avg,total_severity_14d_std,total_impact_14d_avg,total_impact_14d_std,total_price_impact_14d_avg,total_price_impact_14d_std,event_count_30d_avg,event_count_30d_std,total_severity_30d_avg,total_severity_30d_std,total_impact_30d_avg,total_impact_30d_std,total_price_impact_30d_avg,total_price_impact_30d_std,events_3d_sum,events_7d_sum,cluster_intensity,severity_momentum,impact_acceleration
2020-01-18,1.0,3.0,3.0,3.0,0.572,0.572,0.572,46.7,46.7,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.572,5,1,18,1,1,0.3333333333333333,0.5773502691896258,1.0,1.7320508075688772,0.19066666666666665,0.3302443539764659,15.566666666666668,26.962257571155522,0.2857142857142857,0.48795003647426666,1.0,1.7320508075688772,0.16428571428571428,0.2805766171569507,12.1,20.81674005858427,0.45454545454545453,0.6875516509523286,1.2727272727272727,1.9021518914592015,0.19781818181818184,0.28583415407603696,20.20909090909091,35.01852237160942,0.45454545454545453,0.6875516509523286,1.2727272727272727,1.9021518914592015,0.19781818181818184,0.28583415407603696,20.20909090909091,35.01852237160942,1.0,2.0,0.3333333333333333,3.0,0.572
2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,19,1,1,0.3333333333333333,0.5773502691896258,1.0,1.7320508075688772,0.19066666666666665,0.3302443539764659,15.566666666666668,26.962257571155522,0.2857142857142857,0.48795003647426666,1.0,1.7320508075688772,0.16428571428571428,0.2805766171569507,12.1,20.81674005858427,0.4166666666666667,0.6685579234215215,1.1666666666666667,1.8504708655481241,0.18133333333333335,0.27845069200630096,18.525000000000002,33.89467979169915,0.4166666666666667,0.6685579234215215,1.1666666666666667,1.8504708655481241,0.18133333333333335,0.27845069200630096,18.525000000000002,33.89467979169915,1.0,2.0,0.3333333333333333,-3.0,-1.144
2020-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,1,1,0.3333333333333333,0.5773502691896258,1.0,1.7320508075688772,0.19066666666666665,0.3302443539764659,15.566666666666668,26.962257571155522,0.2857142857142857,0.48795003647426666,1.0,1.7320508075688772,0.16428571428571428,0.2805766171569507,12.1,20.81674005858427,0.38461538461538464,0.6504436355879909,1.0769230769230769,1.8009968749527976,0.1673846153846154,0.27129858657376577,17.1,32.855897491926775,0.38461538461538464,0.6504436355879909,1.0769230769230769,1.8009968749527976,0.1673846153846154,0.27129858657376577,17.1,32.855897491926775,1.0,2.0,0.3333333333333333,0.0,0.572
2020-01-21,2.0,4.0,2.0,2.0,1.139,0.5695,0.684,135.0,67.5,0.865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.684,1.0,2.0,0.455,0.0,0.0,0.0,1,0,21,1,1,0.6666666666666666,1.1547005383792517,1.3333333333333333,2.3094010767585034,0.37966666666666665,0.6576019566069837,45.0,77.94228634059948,0.5714285714285714,0.7867957924694432,1.5714285714285714,1.9880595947760098,0.32699999999999996,0.44908907802350306,31.385714285714283,49.92402322768163,0.5,0.75955452531275,1.2857142857142858,1.8985245861972935,0.2367857142857143,0.36792979651672025,25.521428571428572,44.60221068290448,0.5,0.75955452531275,1.2857142857142858,1.8985245861972935,0.2367857142857143,0.36792979651672025,25.521428571428572,44.60221068290448,2.0,4.0,0.4,4.0,1.139
2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,22,1,1,0.6666666666666666,1.1547005383792517,1.3333333333333333,2.3094010767585034,0.37966666666666665,0.6576019566069837,45.0,77.94228634059948,0.42857142857142855,0.7867957924694432,1.0,1.7320508075688772,0.24442857142857144,0.44838371110127584,25.957142857142856,51.136218643373084,0.42857142857142855,0.7559289460184545,1.1428571428571428,1.9158104473902606,0.2125,0.3717937289991278,23.664285714285715,45.119049484376625,0.4666666666666667,0.7432233529572065,1.2,1.8593393604027364,0.221,0.35977870182337685,23.82,43.48198641802308,2.0,3.0,0.5,-4.0,-2.278
2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,23,1,1,0.6666666666666666,1.1547005383792517,1.3333333333333333,2.3094010767585034,0.37966666666666665,0.6576019566069837,45.0,77.94228634059948,0.42857142857142855,0.7867957924694432,1.0,1.7320508075688772,0.2444285714285714,0.44838371110127584,25.957142857142856,51.136218643373084,0.2857142857142857,0.6112498455021267,0.7857142857142857,1.5776599725577718,0.16349999999999998,0.34910186963781126,15.692857142857141,37.62381537691897,0.4375,0.7274384280931732,1.125,1.8211717839530315,0.2071875,0.35194302924384413,22.33125,42.427580946832215,2.0,3.0,0.5,0.0,1.139
2020-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,24,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.7867957924694432,1.0,1.7320508075688772,0.2444285714285714,0.44838371110127584,25.957142857142856,51.136218643373084,0.2857142857142857,0.6112498455021267,0.7857142857142857,1.5776599725577718,0.16349999999999998,0.34910186963781126,15.692857142857141,37.62381537691897,0.4117647058823529,0.7122871199007256,1.0588235294117647,1.784327192364608,0.195,0.3444524640643466,21.01764705882353,41.43582742166068,0.0,3.0,0.0,0.0,0.0
2020-01-25,1.0,3.0,3.0,3.0,0.857,0.857,0.857,70.5,70.5,0.92,1.0,3.0,0.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,25,1,1,0.3333333333333333,0.5773502691896258,1.0,1.7320508075688772,0.2856666666666667,0.49478918069550926,23.5,40.703193977868615,0.42857142857142855,0.7867957924694432,1.0,1.7320508075688772,0.28514285714285714,0.49373151562748097,29.357142857142858,53.48264070839114,0.35714285714285715,0.633323693776651,1.0,1.6641005886756874,0.2247142857142857,0.3908655933795044,20.728571428571428,40.00452721633138,0.4444444444444444,0.7047921864945659,1.1666666666666667,1.7904977947322853,0.23177777777777775,0.3688022833213029,23.766666666666666,41.856421251702834,1.0,3.0,0.25,3.0,0.857
2020-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,26,1,1,0.3333333333333333,0.5773502691896258,1.0,1.7320508075688772,0.2856666666666667,0.49478918069550926,23.5,40.703193977868615,0.42857142857142855,0.7867957924694432,1.0,1.7320508075688772,0.28514285714285714,0.49373151562748097,29.357142857142858,53.48264070839114,0.35714285714285715,0.633323693776651,1.0,1.6641005886756874,0.2247142857142857,0.3908655933795044,20.728571428571428,40.00452721633138,0.42105263157894735,0.6924826089821247,1.105263157894737,1.7605156076213475,0.21957894736842104,0.3623343017143566,22.51578947368421,41.04093164360964,1.0,3.0,0.25,-3.0,-1.714
2020-01-27,1.0,2.0,2.0,2.0,0.885,0.885,0.885,162.5,162.5,0.85,0.0,0.0,0.0,1.0,2.0,0.885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,27,1,1,0.6666666666666666,0.5773502691896258,1.6666666666666667,1.5275252316519468,0.5806666666666667,0.5030669272903292,77.66666666666667,81.48670648230504,0.5714285714285714,0.7867957924694432,1.2857142857142858,1.704336206492693,0.4115714285714286,0.5210978337903089,52.57142857142857,71.01081406578659,0.42857142857142855,0.646206172658864,1.1428571428571428,1.6574838603294895,0.2879285714285714,0.4220483866327896,32.33571428571428,54.482186321527394,0.45,0.6863327411532598,1.15,1.7252002172135512,0.25285,0.3827735726179863,29.514999999999997,50.749252263094064,2.0,4.0,0.4,2.0,1.742
2020-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,28,1,1,0.3333333333333333,0.5773502691896257,0.6666666666666666,1.1547005383792517,0.295,0.5109549882328188,54.166666666666664,93.81941874331419,0.2857142857142857,0.48795003647426644,0.7142857142857143,1.253566341056017,0.24885714285714286,0.4250813367546767,33.285714285714285,62.74409477051549,0.42857142857142855,0.646206172658864,1.1428571428571428,1.6574838603294895,0.2879285714285714,0.4220483866327896,32.33571428571428,54.482186321527394,0.42857142857142855,0.6761234037828133,1.0952380952380953,1.7001400502535637,0.24080952380952383,0.3771395788097053,28.109523809523807,49.88180935733892,1.0,2.0,0.3333333333333333,-2.0,-1.77
2020-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,29,1,1,0.3333333333333333,0.5773502691896257,0.6666666666666666,1.1547005383792517,0.295,0.5109549882328188,54.166666666666664,93.81941874331419,0.2857142857142857,0.48795003647426644,0.7142857142857143,1.253566341056017,0.24885714285714286,0.4250813367546767,33.285714285714285,62.74409477051549,0.35714285714285715,0.633323693776651,0.8571428571428571,1.4600918230947435,0.24664285714285714,0.4197546182717226,29.62142857142857,55.12111390204482,0.4090909090909091,0.6661253213344648,1.0454545454545454,1.6755176237089562,0.22986363636363638,0.37161414902769213,26.83181818181818,49.04717249618096,1.0,2.0,0.3333333333333333,0.0,0.885
2020-01-30,1.0,3.0,3.0,3.0,0.911,0.911,0.911,82.0,82.0,0.74,0.0,0.0,0.0,1.0,3.0,0.911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,30,1,1,0.3333333333333333,0.5773502691896258,1.0,1.7320508075688772,0.3036666666666667,0.5259660952317491,27.333333333333332,47.34272207354931,0.42857142857142855,0.5345224838248487,1.1428571428571428,1.4638501094227994,0.379,0.47295313368944564,45.0,63.14731453778009,0.42857142857142855,0.646206172658864,1.0714285714285714,1.542439911024374,0.3117142857142857,0.44822546328166807,35.47857142857143,56.079739637432326,0.43478260869565216,0.6623708763718502,1.1304347826086956,1.6869646713465998,0.2594782608695652,0.3898609157082022,29.230434782608693,49.280887266793115,1.0,3.0,0.25,3.0,0.911
2020-01-31,2.0,5.0,2.5,3.0,1.4,0.7,0.746,259.1,129.55,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.654,1.0,3.0,0.746,0.0,0.0,0.0,0.0,0.0,0.0,4,0,31,1,1,1.0,1.0,2.6666666666666665,2.516611478423583,0.7703333333333333,0.710521170221784,113.7,132.42684773111534,0.7142857142857143,0.7559289460184545,1.8571428571428572,1.9518001458970662,0.579,0.5716799804086199,82.01428571428572,98.44533895469488,0.5714285714285714,0.7559289460184544,1.4285714285714286,1.8277470669267506,0.41171428571428564,0.5232280615521346,53.98571428571428,80.78308902565854,0.5,0.7223151185146154,1.2916666666666667,1.8292114401439827,0.307,0.446746888750997,38.80833333333334,67.26575404072021,3.0,5.0,0.5,2.0,-0.42200000000000015
2020-02-01,3.0,7.0,2.3333333333333335,3.0,2.7,0.9,1.0,348.0,116.0,0.9066666666666666,1.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,2,1,2.0,1.0,5.0,1.9999999999999998,1.6703333333333334,0.9246298358442332,229.70000000000002,135.41517640205623,1.0,1.1547005383792515,2.4285714285714284,2.7602622373694166,0.8422857142857143,0.9913819839472766,121.65714285714286,140.09748816619157,0.7142857142857143,0.9944903161976938,1.7142857142857142,2.334641182398154,0.5637142857142857,0.8060388832548225,75.50714285714285,112.57261221974919,0.6,0.8660254037844387,1.52,2.12367605815953,0.40271999999999997,0.6483246049112539,51.176,90.33345301345086,6.0,7.0,0.75,2.0,0.8110000000000004
2020-02-02,3.0,7.0,2.3333333333333335,3.0,1.915,0.6383333333333333,0.821,185.4,61.800000000000004,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.388,0.0,0.0,0.0,1.0,3.0,0.527,0.0,0.0,0.0,6,1,2,2,1,2.6666666666666665,0.5773502691896258,6.333333333333333,1.1547005383792512,2.005,0.6546563984259227,264.1666666666667,81.41832308106902,1.4285714285714286,1.2724180205607036,3.4285714285714284,2.9920529661723823,1.1158571428571429,0.9844127570234329,148.14285714285714,130.45821626281798,0.9285714285714286,1.1411388181101378,2.2142857142857144,2.6654072117400003,0.7005,0.863460724686956,88.75,113.90400648049082,0.6923076923076923,0.970329048075168,1.7307692307692308,2.3419255719632477,0.4608846153846154,0.701051343450568,56.33846153846154,92.33988120816738,8.0,10.0,0.7272727272727273,0.0,-2.0850000000000004
2020-02-03,2.0,5.0,2.5,3.0,0.978,0.489,0.663,146.3,73.15,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.978,0.0,0.0,0.0,0,0,3,2,1,2.6666666666666665,0.5773502691896257,6.333333333333333,1.1547005383792515,1.8643333333333334,0.8621173547338749,226.5666666666667,106.96608496777537,1.5714285714285714,1.2724180205607039,3.857142857142857,2.9680841985233184,1.1291428571428572,0.9814007724627468,145.82857142857145,130.30467776568517,1.0714285714285714,1.1411388181101378,2.5714285714285716,2.680823229310949,0.7703571428571429,0.8417163424211872,99.2,111.82754580156,0.7407407407407407,0.9842057552468227,1.8518518518518519,2.3810744779438693,0.48003703703703704,0.6946036214152579,59.67037037037038,92.18703318970131,8.0,11.0,0.6666666666666666,-2.0,-0.1519999999999999
2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4,2,1,1.6666666666666667,1.5275252316519465,4.0,3.605551275463989,0.9643333333333333,0.9575731477716644,110.56666666666668,97.72892782248942,1.5714285714285714,1.2724180205607039,3.857142857142857,2.9680841985233184,1.1291428571428572,0.9814007724627468,145.82857142857145,130.30467776568517,0.9285714285714286,1.1411388181101378,2.2857142857142856,2.729569462488443,0.6890000000000001,0.8582276011552038,89.55714285714285,114.29631338213518,0.7142857142857143,0.9759000729485332,1.7857142857142858,2.3626278974926587,0.46289285714285716,0.6876297097456361,57.53928571428572,91.16388717796552,5.0,11.0,0.4166666666666667,-5.0,-0.040999999999999925
2020-02-05,1.0,3.0,3.0,3.0,0.808,0.808,0.808,43.7,43.7,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,5,2,1,1.0,0.9999999999999998,2.6666666666666665,2.516611478423583,0.5953333333333334,0.5225335714892714,63.333333333333336,75.10008877047584,1.7142857142857142,1.112697280528374,4.285714285714286,2.4976179127511156,1.2445714285714284,0.8673511125149679,152.07142857142858,122.99547029986802,1.0,1.1094003924504583,2.5,2.6530099016893125,0.7467142857142858,0.8351884567220493,92.67857142857143,112.24060816335201,0.7241379310344828,0.9597824055533901,1.8275862068965518,2.3309863871215146,0.47479310344827585,0.6782731950280773,57.06206896551724,89.55803949631573,3.0,12.0,0.23076923076923078,3.0,1.786
2020-02-06,2.0,4.0,2.0,2.0,1.3758,0.6879,0.897,146.3,73.15,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.3758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,2,1,1.0,0.9999999999999998,2.3333333333333335,2.0816659994661326,0.7279333333333332,0.691385864285157,63.333333333333336,75.10008877047584,1.8571428571428572,1.0690449676496978,4.428571428571429,2.439750182371333,1.3109714285714287,0.8552656540792569,161.2571428571429,119.2336481750972,1.1428571428571428,1.0994504121565507,2.7857142857142856,2.577374078952673,0.8449857142857143,0.8213956995047121,103.12857142857142,109.73061720253082,0.7666666666666667,0.9714309861845772,1.9,2.3245318401480475,0.5048266666666666,0.6864772577961081,60.03666666666667,89.49589658608448,3.0,13.0,0.21428571428571427,1.0,-0.2402000000000002
