date,global_demand_kbpd
2021-02-02,81421.7
2021-02-03,81626.2
2021-02-04,82356.4
2021-02-05,80611.5
2021-02-06,78898.3
2021-02-07,78708.0
2021-02-08,81296.0
2021-02-09,82214.6
2021-02-10,80652.1
2021-02-11,82018.7
2021-02-12,82184.5
2021-02-13,78589.3
2021-02-14,78779.4
2021-02-15,81316.6
2021-02-16,80064.0
2021-02-17,81339.4
2021-02-18,81516.5
2021-02-19,80028.1
2021-02-20,78406.4
2021-02-21,79990.9
2021-02-22,81687.8
2021-02-23,82282.0
2021-02-24,79679.6
2021-02-25,81420.0
2021-02-26,81241.9
2021-02-27,78507.2
2021-02-28,78317.7
2021-03-01,79214.09999999999
2021-03-02,78941.2
2021-03-03,79502.40000000001
2021-03-04,79912.8
2021-03-05,78905.8
2021-03-06,76747.6
2021-03-07,76685.4
2021-03-08,79168.8
2021-03-09,80035.9
2021-03-10,78698.09999999999
2021-03-11,79346.5
2021-03-12,78608.5
2021-03-13,77410.9
2021-03-14,78455.7
2021-03-15,79549.0
2021-03-16,80408.59999999999
2021-03-17,79558.7
2021-03-18,79675.5
2021-03-19,79065.8
2021-03-20,77982.2
2021-03-21,77159.8
2021-03-22,79647.7
2021-03-23,79467.8
2021-03-24,79641.09999999999
2021-03-25,80075.4
2021-03-26,80512.2
2021-03-27,77310.0
2021-03-28,77673.0
2021-03-29,79111.5
2021-03-30,79019.90000000001
2021-03-31,79276.9
2021-04-01,78185.90000000001
2021-04-02,77168.7
2021-04-03,75091.7
2021-04-04,75046.1
2021-04-05,77609.3
2021-04-06,76277.3
2021-04-07,78516.7
2021-04-08,77773.2
2021-04-09,78554.5
2021-04-10,76426.59999999999
2021-04-11,74732.4
2021-04-12,78028.59999999999
2021-04-13,77440.9
2021-04-14,78193.1
2021-04-15,78955.5
2021-04-16,77284.7
2021-04-17,76534.2
2021-04-18,76988.4
2021-04-19,78513.3
2021-04-20,78427.0
2021-04-21,77468.9
2021-04-22,77435.3
2021-04-23,78701.2
2021-04-24,75404.40000000001
2021-04-25,75489.8
2021-04-26,78244.0
2021-04-27,76581.7
2021-04-28,77558.1
2021-04-29,79454.5
2021-04-30,78190.2
2021-05-01,76655.5
2021-05-02,76199.5
2021-05-03,78627.5
2021-05-04,78173.5
2021-05-05,78489.7
2021-05-06,78687.0
2021-05-07,79310.7
2021-05-08,77563.5
2021-05-09,75257.9
2021-05-10,78187.4
2021-05-11,78607.8
2021-05-12,78578.1
2021-05-13,78717.8
2021-05-14,78259.2
2021-05-15,77340.6
2021-05-16,76981.9
2021-05-17,78963.4
2021-05-18,78492.2
2021-05-19,78795.2
2021-05-20,78196.6
2021-05-21,79587.9
2021-05-22,74758.3
2021-05-23,76854.8
2021-05-24,78572.5
2021-05-25,79370.4
2021-05-26,78523.6
2021-05-27,78711.4
2021-05-28,79304.7
2021-05-29,76550.5
2021-05-30,77800.7
2021-05-31,78545.90000000001
2021-06-01,82545.2
2021-06-02,82276.1
2021-06-03,83605.0
2021-06-04,83314.5
2021-06-05,79578.7
2021-06-06,80513.6
2021-06-07,83737.5
2021-06-08,83192.1
2021-06-09,81914.0
2021-06-10,82311.0
2021-06-11,83886.5
2021-06-12,80719.5
2021-06-13,81038.8
2021-06-14,82967.1
2021-06-15,83611.4
2021-06-16,83156.3
2021-06-17,82350.6
2021-06-18,82647.7
2021-06-19,80471.9
2021-06-20,80065.2
2021-06-21,81815.5
2021-06-22,83182.90000000001
2021-06-23,82649.59999999999
2021-06-24,82702.5
2021-06-25,83762.6
2021-06-26,80658.7
2021-06-27,81410.5
2021-06-28,82854.9
2021-06-29,82767.2
2021-06-30,83491.40000000001
2021-07-01,84629.8
2021-07-02,85073.8
2021-07-03,80832.7
2021-07-04,80776.4
2021-07-05,84786.7
2021-07-06,85244.9
2021-07-07,84745.1
2021-07-08,84329.2
2021-07-09,83840.6
2021-07-10,82966.7
2021-07-11,82669.8
2021-07-12,84329.8
2021-07-13,83906.5
2021-07-14,84602.0
2021-07-15,84026.1
2021-07-16,84852.7
2021-07-17,81649.4
2021-07-18,81776.9
2021-07-19,83114.3
2021-07-20,85573.0
2021-07-21,85224.7
2021-07-22,84024.1
2021-07-23,84776.8
2021-07-24,81112.40000000001
2021-07-25,81949.2
2021-07-26,84482.9
2021-07-27,84198.5
2021-07-28,84277.3
2021-07-29,84567.2
2021-07-30,83996.4
2021-07-31,82070.9
2021-08-01,81251.8
2021-08-02,83642.0
2021-08-03,82681.40000000001
2021-08-04,82642.5
2021-08-05,83831.0
2021-08-06,83103.4
2021-08-07,82246.9
2021-08-08,81146.6
2021-08-09,83233.7
2021-08-10,82253.9
2021-08-11,83327.9
2021-08-12,84311.6
2021-08-13,83776.7
2021-08-14,81498.2
2021-08-15,80358.0
2021-08-16,83985.2
2021-08-17,83631.1
2021-08-18,83330.7
2021-08-19,83716.3
2021-08-20,83512.4
2021-08-21,82189.1
2021-08-22,82162.4
2021-08-23,83959.6
2021-08-24,84168.1
2021-08-25,82840.59999999999
2021-08-26,83928.6
2021-08-27,82767.7
2021-08-28,80622.6
2021-08-29,82511.3
2021-08-30,82932.3
2021-08-31,83394.4
2021-09-01,79645.3
2021-09-02,78133.1
2021-09-03,80146.6
2021-09-04,76682.3
2021-09-05,77367.3
2021-09-06,79522.6
2021-09-07,80180.8
2021-09-08,78260.7
2021-09-09,79802.5
2021-09-10,78437.0
2021-09-11,76231.8
2021-09-12,77670.8
2021-09-13,79348.5
2021-09-14,79998.40000000001
2021-09-15,79616.1
2021-09-16,80134.5
2021-09-17,80301.3
2021-09-18,77186.1
2021-09-19,77057.6
2021-09-20,79517.1
2021-09-21,79314.7
2021-09-22,80586.7
2021-09-23,80391.2
2021-09-24,79982.4
2021-09-25,76963.1
2021-09-26,77325.09999999999
2021-09-27,79836.3
2021-09-28,80023.4
2021-09-29,80184.9
2021-09-30,78690.9
2021-10-01,78373.2
2021-10-02,76565.1
2021-10-03,76396.6
2021-10-04,77803.3
2021-10-05,78787.2
2021-10-06,76903.2
2021-10-07,77654.3
2021-10-08,78923.1
2021-10-09,75559.2
2021-10-10,76323.1
2021-10-11,77847.8
2021-10-12,78037.3
2021-10-13,77771.7
2021-10-14,78241.9
2021-10-15,78760.8
2021-10-16,74484.1
2021-10-17,76397.8
2021-10-18,77510.3
2021-10-19,78041.5
2021-10-20,77420.2
2021-10-21,78821.3
2021-10-22,77784.8
2021-10-23,75540.4
2021-10-24,76003.4
2021-10-25,77941.3
2021-10-26,77725.6
2021-10-27,77380.6
2021-10-28,78339.3
2021-10-29,78118.3
2021-10-30,75830.0
2021-10-31,76468.7
2021-11-01,79062.8
2021-11-02,79241.2
2021-11-03,78814.40000000001
2021-11-04,79204.8
2021-11-05,80015.3
2021-11-06,76723.7
2021-11-07,76386.5
2021-11-08,79143.3
2021-11-09,77734.8
2021-11-10,77448.1
2021-11-11,79356.20000000001
2021-11-12,79561.7
2021-11-13,76415.1
2021-11-14,76597.4
2021-11-15,78977.7
2021-11-16,78893.40000000001
2021-11-17,79950.5
2021-11-18,77935.4
2021-11-19,77787.5
2021-11-20,75869.1
2021-11-21,76023.4
2021-11-22,79316.6
2021-11-23,78190.9
2021-11-24,78653.5
2021-11-25,78450.6
2021-11-26,78807.0
2021-11-27,76521.3
2021-11-28,76263.9
2021-11-29,79223.8
2021-11-30,78068.1
2021-12-01,82719.3
2021-12-02,82389.2
2021-12-03,82730.8
2021-12-04,80279.3
2021-12-05,80330.9
2021-12-06,81964.1
2021-12-07,83039.7
2021-12-08,83504.6
2021-12-09,82357.4
2021-12-10,83696.0
2021-12-11,79401.8
2021-12-12,81772.3
2021-12-13,83074.2
2021-12-14,82688.5
2021-12-15,82429.3
2021-12-16,82142.2
2021-12-17,83857.90000000001
2021-12-18,79555.6
2021-12-19,80236.0
2021-12-20,83540.5
2021-12-21,82245.0
2021-12-22,82249.5
2021-12-23,82915.09999999999
2021-12-24,82171.7
2021-12-25,80462.4
2021-12-26,79903.7
2021-12-27,81846.6
2021-12-28,82249.7
2021-12-29,83728.0
2021-12-30,83245.6
2021-12-31,81767.4
2022-01-01,80344.2
2022-01-02,80572.6
2022-01-03,82889.2
2022-01-04,83134.9
2022-01-05,82924.5
2022-01-06,82773.5
2022-01-07,82825.8
2022-01-08,81051.0
2022-01-09,79848.6
2022-01-10,82292.0
2022-01-11,82743.1
2022-01-12,82886.7
2022-01-13,83064.0
2022-01-14,83218.4
2022-01-15,80865.8
2022-01-16,80162.3
2022-01-17,84245.0
2022-01-18,82828.3
2022-01-19,83008.7
2022-01-20,84213.4
2022-01-21,82882.2
2022-01-22,80487.59999999999
2022-01-23,81410.5
2022-01-24,83595.1
2022-01-25,82401.59999999999
2022-01-26,82707.2
2022-01-27,82028.6
2022-01-28,82940.7
2022-01-29,80286.3
2022-01-30,80664.3
2022-01-31,83370.9
2022-02-01,81079.9
2022-02-02,82115.4
2022-02-03,82478.1
2022-02-04,81252.6
2022-02-05,79198.5
2022-02-06,80211.59999999999
2022-02-07,79765.5
2022-02-08,82528.1
2022-02-09,81332.6
2022-02-10,81509.2
2022-02-11,81286.9
2022-02-12,79941.8
2022-02-13,80135.90000000001
2022-02-14,82123.2
2022-02-15,81507.9
2022-02-16,81951.9
2022-02-17,81205.0
2022-02-18,81926.0
2022-02-19,79712.3
2022-02-20,80425.2
2022-02-21,82436.0
2022-02-22,82928.5
2022-02-23,82278.7
2022-02-24,82675.9
2022-02-25,82014.8
2022-02-26,80327.9
2022-02-27,80741.5
2022-02-28,81575.3
2022-03-01,81412.7
2022-03-02,79883.5
2022-03-03,81300.9
2022-03-04,80095.0
2022-03-05,79283.3
2022-03-06,77931.6
2022-03-07,80151.0
2022-03-08,79839.8
2022-03-09,79816.6
2022-03-10,80795.40000000001
2022-03-11,79827.6
2022-03-12,78933.9
2022-03-13,79404.3
2022-03-14,80038.4
2022-03-15,80996.1
2022-03-16,80880.8
2022-03-17,81125.0
2022-03-18,80850.9
2022-03-19,78274.2
2022-03-20,78656.2
2022-03-21,80048.8
2022-03-22,80999.90000000001
2022-03-23,80637.1
2022-03-24,80775.9
2022-03-25,80251.2
2022-03-26,77871.59999999999
2022-03-27,77595.5
2022-03-28,81212.0
2022-03-29,81005.9
2022-03-30,81029.5
2022-03-31,80428.2
2022-04-01,77843.0
2022-04-02,76786.1
2022-04-03,76765.7
2022-04-04,79203.4
2022-04-05,79716.9
2022-04-06,78175.7
2022-04-07,79543.7
2022-04-08,78820.9
2022-04-09,76843.8
2022-04-10,76810.4
2022-04-11,78806.7
2022-04-12,78287.0
2022-04-13,79351.3
2022-04-14,79601.2
2022-04-15,79377.6
2022-04-16,76547.3
2022-04-17,76874.9
2022-04-18,79073.4
2022-04-19,79126.2
2022-04-20,79554.09999999999
2022-04-21,78573.6
2022-04-22,78802.7
2022-04-23,77621.5
2022-04-24,75407.0
2022-04-25,78745.7
2022-04-26,77956.6
2022-04-27,78967.4
2022-04-28,79237.8
2022-04-29,78594.1
2022-04-30,77105.0
2022-05-01,77541.8
2022-05-02,80790.1
2022-05-03,78999.1
2022-05-04,79090.6
2022-05-05,79562.8
2022-05-06,80032.6
2022-05-07,76625.3
2022-05-08,77529.2
2022-05-09,79858.4
2022-05-10,78955.0
2022-05-11,79088.59999999999
2022-05-12,80240.1
2022-05-13,80441.9
2022-05-14,78449.8
2022-05-15,76574.09999999999
2022-05-16,80264.9
2022-05-17,79854.7
2022-05-18,80342.4
2022-05-19,80018.0
2022-05-20,80391.3
2022-05-21,77008.5
2022-05-22,77084.4
2022-05-23,80377.90000000001
2022-05-24,79750.5
2022-05-25,79128.4
2022-05-26,78603.7
2022-05-27,79307.3
2022-05-28,77093.6
2022-05-29,77894.9
2022-05-30,80205.8
2022-05-31,78090.4
2022-06-01,82877.5
2022-06-02,85141.3
2022-06-03,83771.5
2022-06-04,81431.59999999999
2022-06-05,81719.2
2022-06-06,84748.4
2022-06-07,84120.5
2022-06-08,82900.7
2022-06-09,83866.40000000001
2022-06-10,83020.3
2022-06-11,80332.5
2022-06-12,81823.1
2022-06-13,83842.5
2022-06-14,84264.9
2022-06-15,83679.1
2022-06-16,83143.6
2022-06-17,83781.0
2022-06-18,80926.0
2022-06-19,81323.4
2022-06-20,84058.8
2022-06-21,84399.6
2022-06-22,83826.0
2022-06-23,85241.5
2022-06-24,83230.1
2022-06-25,81751.1
2022-06-26,80417.6
2022-06-27,84352.9
2022-06-28,83623.9
2022-06-29,84495.9
2022-06-30,83705.4
2022-07-01,85406.5
2022-07-02,82333.0
2022-07-03,83221.5
2022-07-04,84906.1
2022-07-05,85670.1
2022-07-06,85337.3
2022-07-07,84607.7
2022-07-08,85981.4
2022-07-09,84460.1
2022-07-10,83332.5
2022-07-11,85025.1
2022-07-12,85722.2
2022-07-13,83641.7
2022-07-14,84553.7
2022-07-15,86008.3
2022-07-16,83096.5
2022-07-17,83177.1
2022-07-18,85737.1
2022-07-19,86345.9
2022-07-20,85128.20000000001
2022-07-21,85412.2
2022-07-22,85666.6
2022-07-23,83194.5
2022-07-24,83337.4
2022-07-25,85292.40000000001
2022-07-26,83886.6
2022-07-27,85106.8
2022-07-28,85509.3
2022-07-29,85147.5
2022-07-30,83627.8
2022-07-31,83518.0
2022-08-01,85160.3
2022-08-02,85141.9
2022-08-03,84687.0
2022-08-04,83710.3
2022-08-05,84564.9
2022-08-06,82328.3
2022-08-07,82382.6
2022-08-08,83507.6
2022-08-09,84454.5
2022-08-10,85257.4
2022-08-11,83493.2
2022-08-12,85122.1
2022-08-13,82230.7
2022-08-14,82257.9
2022-08-15,85155.8
2022-08-16,84458.5
2022-08-17,84810.3
2022-08-18,86022.09999999999
2022-08-19,85058.9
2022-08-20,82101.09999999999
2022-08-21,82164.2
2022-08-22,85645.8
2022-08-23,84096.9
2022-08-24,85240.09999999999
2022-08-25,83546.4
2022-08-26,84640.0
2022-08-27,81857.8
2022-08-28,82199.1
2022-08-29,84021.9
2022-08-30,84560.9
2022-08-31,85446.5
2022-09-01,81241.5
2022-09-02,79899.3
2022-09-03,77308.0
2022-09-04,79083.1
2022-09-05,81192.5
2022-09-06,80428.5
2022-09-07,79795.59999999999
2022-09-08,80411.6
2022-09-09,81063.7
2022-09-10,77791.0
2022-09-11,79003.0
2022-09-12,81090.5
2022-09-13,80557.1
2022-09-14,80951.1
2022-09-15,80266.7
2022-09-16,80328.1
2022-09-17,78105.1
2022-09-18,76992.6
2022-09-19,80882.2
2022-09-20,80124.2
2022-09-21,80186.0
2022-09-22,81927.5
2022-09-23,79799.1
2022-09-24,78002.8
2022-09-25,78880.0
2022-09-26,79753.7
2022-09-27,80827.5
2022-09-28,79867.2
2022-09-29,81505.6
2022-09-30,80334.0
2022-10-01,76135.6
2022-10-02,77076.40000000001
2022-10-03,79325.7
2022-10-04,79732.0
2022-10-05,79112.1
2022-10-06,78337.2
2022-10-07,78373.09999999999
2022-10-08,76070.4
2022-10-09,75333.7
2022-10-10,78377.7
2022-10-11,79121.7
2022-10-12,77909.2
2022-10-13,78300.0
2022-10-14,79523.0
2022-10-15,76060.7
2022-10-16,75959.0
2022-10-17,78622.5
2022-10-18,77778.4
2022-10-19,79419.3
2022-10-20,78594.6
2022-10-21,79718.7
2022-10-22,76055.5
2022-10-23,76910.40000000001
2022-10-24,78513.9
2022-10-25,79620.8
2022-10-26,78795.8
2022-10-27,78316.1
2022-10-28,79450.6
2022-10-29,76963.3
2022-10-30,77397.1
2022-10-31,79197.2
2022-11-01,79212.6
2022-11-02,79635.3
2022-11-03,79805.5
2022-11-04,78606.59999999999
2022-11-05,77357.5
2022-11-06,77176.9
2022-11-07,79588.3
2022-11-08,78858.2
2022-11-09,80085.7
2022-11-10,80087.7
2022-11-11,78386.5
2022-11-12,78406.5
2022-11-13,76889.3
2022-11-14,79944.4
2022-11-15,78956.5
2022-11-16,78938.8
2022-11-17,78674.6
2022-11-18,79310.7
2022-11-19,78243.3
2022-11-20,77558.5
2022-11-21,79580.9
2022-11-22,80483.6
2022-11-23,80545.9
2022-11-24,80320.3
2022-11-25,79712.2
2022-11-26,77496.5
2022-11-27,78101.9
2022-11-28,80500.3
2022-11-29,79484.5
2022-11-30,79383.9
2022-12-01,83423.40000000001
2022-12-02,82380.6
2022-12-03,82124.7
2022-12-04,81730.3
2022-12-05,83029.3
2022-12-06,83550.6
2022-12-07,83868.1
2022-12-08,85017.8
2022-12-09,84523.5
2022-12-10,82446.7
2022-12-11,80636.3
2022-12-12,83960.8
2022-12-13,83893.0
2022-12-14,83829.5
2022-12-15,83301.1
2022-12-16,82820.4
2022-12-17,82031.2
2022-12-18,82218.2
2022-12-19,85348.59999999999
2022-12-20,84675.9
2022-12-21,83553.6
2022-12-22,83948.59999999999
2022-12-23,83626.4
2022-12-24,81352.59999999999
2022-12-25,81364.7
2022-12-26,84111.7
2022-12-27,82580.4
2022-12-28,83707.29999999999
2022-12-29,84443.0
2022-12-30,83801.6
2022-12-31,82148.9
2023-01-01,82069.2
2023-01-02,85122.1
2023-01-03,84107.1
2023-01-04,84260.4
2023-01-05,84674.5
2023-01-06,83216.3
2023-01-07,81395.90000000001
2023-01-08,81929.4
2023-01-09,84548.8
2023-01-10,84679.59999999999
2023-01-11,83852.7
2023-01-12,83725.1
2023-01-13,83647.1
2023-01-14,82550.0
2023-01-15,81489.7
2023-01-16,83237.3
2023-01-17,84147.1
2023-01-18,83513.90000000001
2023-01-19,83273.8
2023-01-20,85607.8
2023-01-21,81345.5
2023-01-22,81221.9
2023-01-23,83993.7
2023-01-24,83716.5
2023-01-25,83924.5
2023-01-26,84582.6
2023-01-27,83940.5
2023-01-28,81647.5
2023-01-29,82534.1
2023-01-30,84161.5
2023-01-31,84157.1
2023-02-01,82551.09999999999
2023-02-02,83632.2
2023-02-03,83527.5
2023-02-04,80390.9
2023-02-05,80555.8
2023-02-06,82926.3
2023-02-07,83956.5
2023-02-08,82898.8
2023-02-09,82291.0
2023-02-10,84335.7
2023-02-11,80549.1
2023-02-12,81183.1
2023-02-13,83087.3
2023-02-14,83434.0
2023-02-15,82897.5
2023-02-16,84240.4
2023-02-17,84226.09999999999
2023-02-18,81080.7
2023-02-19,80421.3
