date,global_trade_volume_kbpd
2020-05-19,99986.1
2020-05-20,99863.6
2020-05-21,99668.1
2020-05-22,99389.4
2020-05-23,99181.5
2020-05-24,98863.3
2020-05-25,98787.4
2020-05-26,98557.2
2020-05-27,98520.0
2020-05-28,98139.7
2020-05-29,98121.7
2020-05-30,98200.0
2020-05-31,97737.4
2020-06-01,97728.3
2020-06-02,97882.5
2020-06-03,97571.4
2020-06-04,97810.7
2020-06-05,97811.0
2020-06-06,97597.5
2020-06-07,97508.2
2020-06-08,97536.1
2020-06-09,97472.7
2020-06-10,97497.6
2020-06-11,97246.1
2020-06-12,97201.9
2020-06-13,96858.6
2020-06-14,96762.6
2020-06-15,96517.5
2020-06-16,96305.1
2020-06-17,96465.6
2020-06-18,96599.1
2020-06-19,96642.2
2020-06-20,96365.4
2020-06-21,96235.7
2020-06-22,96394.4
2020-06-23,96352.3
2020-06-24,96719.9
2020-06-25,96726.2
2020-06-26,96695.6
2020-06-27,96571.9
2020-06-28,96532.1
2020-06-29,96439.6
2020-06-30,96509.0
2020-07-01,96625.7
2020-07-02,96417.7
2020-07-03,96109.0
2020-07-04,95707.5
2020-07-05,95744.5
2020-07-06,95482.1
2020-07-07,95025.6
2020-07-08,95043.7
2020-07-09,95454.1
2020-07-10,95400.6
2020-07-11,95505.2
2020-07-12,95470.2
2020-07-13,95402.8
2020-07-14,95525.5
2020-07-15,95425.0
2020-07-16,95429.0
2020-07-17,95444.3
2020-07-18,95277.6
2020-07-19,95419.4
2020-07-20,95346.5
2020-07-21,95167.4
2020-07-22,95228.7
2020-07-23,95026.0
2020-07-24,94995.9
2020-07-25,94960.2
2020-07-26,95128.1
2020-07-27,95184.3
2020-07-28,95149.7
2020-07-29,95271.8
2020-07-30,95500.8
2020-07-31,95577.6
2020-08-01,95554.9
2020-08-02,95290.1
2020-08-03,95072.2
2020-08-04,94995.7
2020-08-05,94864.7
2020-08-06,94812.9
2020-08-07,94807.4
2020-08-08,94890.4
2020-08-09,94864.4
2020-08-10,94942.3
2020-08-11,94944.1
2020-08-12,94572.1
2020-08-13,94392.1
2020-08-14,94360.0
2020-08-15,94133.3
2020-08-16,94240.8
2020-08-17,94521.0
2020-08-18,94745.3
2020-08-19,94707.7
2020-08-20,94985.0
2020-08-21,95016.9
2020-08-22,94961.1
2020-08-23,94855.8
2020-08-24,94809.2
2020-08-25,94748.3
2020-08-26,94791.7
2020-08-27,94834.7
2020-08-28,94850.1
2020-08-29,94947.0
2020-08-30,95184.0
2020-08-31,95378.2
2020-09-01,95125.6
2020-09-02,94677.3
2020-09-03,94873.0
2020-09-04,94646.1
2020-09-05,94631.1
2020-09-06,94443.0
2020-09-07,94139.7
2020-09-08,94270.0
2020-09-09,94442.0
2020-09-10,94368.8
2020-09-11,93924.7
2020-09-12,93859.5
2020-09-13,93969.0
2020-09-14,93733.8
2020-09-15,93807.4
2020-09-16,93845.5
2020-09-17,93995.0
2020-09-18,94060.7
2020-09-19,93925.1
2020-09-20,94193.0
2020-09-21,94211.0
2020-09-22,94254.5
2020-09-23,94130.9
2020-09-24,94099.4
2020-09-25,93986.9
2020-09-26,94007.9
2020-09-27,94380.8
2020-09-28,94180.8
2020-09-29,93936.7
2020-09-30,94268.5
2020-10-01,94288.2
2020-10-02,94223.1
2020-10-03,94478.2
2020-10-04,94426.9
2020-10-05,94831.4
2020-10-06,95022.5
2020-10-07,94996.3
2020-10-08,95466.9
2020-10-09,95420.6
2020-10-10,95628.2
2020-10-11,95753.7
2020-10-12,96068.6
2020-10-13,96433.7
2020-10-14,96512.1
2020-10-15,96443.3
2020-10-16,96603.9
2020-10-17,96550.8
2020-10-18,97006.6
2020-10-19,97108.9
2020-10-20,97117.0
2020-10-21,97229.9
2020-10-22,97053.3
2020-10-23,96948.2
2020-10-24,97255.7
2020-10-25,97211.3
2020-10-26,97093.2
2020-10-27,97276.7
2020-10-28,97584.5
2020-10-29,97804.2
2020-10-30,98077.6
2020-10-31,98017.1
2020-11-01,97829.7
2020-11-02,98201.4
2020-11-03,98224.9
2020-11-04,98262.4
2020-11-05,98602.9
2020-11-06,98796.1
2020-11-07,98970.5
2020-11-08,99474.0
2020-11-09,99438.0
2020-11-10,99704.7
2020-11-11,99804.0
2020-11-12,99944.4
2020-11-13,100328.3
2020-11-14,100515.7
2020-11-15,100709.2
2020-11-16,101006.4
2020-11-17,101025.5
2020-11-18,100952.5
2020-11-19,100839.3
2020-11-20,100546.7
2020-11-21,101035.7
2020-11-22,100910.3
2020-11-23,100956.3
2020-11-24,100991.3
2020-11-25,101140.1
2020-11-26,101388.1
2020-11-27,101644.9
2020-11-28,101619.4
2020-11-29,101674.8
2020-11-30,101818.1
2020-12-01,101857.0
2020-12-02,102259.9
2020-12-03,102443.6
2020-12-04,102675.1
2020-12-05,102892.3
2020-12-06,103209.9
2020-12-07,103331.7
2020-12-08,103161.4
2020-12-09,103325.3
2020-12-10,103281.0
2020-12-11,103260.3
2020-12-12,103459.6
2020-12-13,103787.7
2020-12-14,103874.2
2020-12-15,104017.2
2020-12-16,104436.3
2020-12-17,104564.8
2020-12-18,105162.3
2020-12-19,105354.5
2020-12-20,105082.6
2020-12-21,105310.7
2020-12-22,105463.9
2020-12-23,105797.9
2020-12-24,106008.1
2020-12-25,106055.4
2020-12-26,105884.5
2020-12-27,105915.6
2020-12-28,105817.1
2020-12-29,105771.7
2020-12-30,105959.6
2020-12-31,106363.9
2021-01-01,106511.3
2021-01-02,106338.1
2021-01-03,106493.5
2021-01-04,106799.3
2021-01-05,106740.5
2021-01-06,106776.3
2021-01-07,106840.9
2021-01-08,106743.1
2021-01-09,106933.2
2021-01-10,106967.0
2021-01-11,107108.7
2021-01-12,106985.0
2021-01-13,106951.0
2021-01-14,107150.4
2021-01-15,107126.9
2021-01-16,107527.4
2021-01-17,107496.0
2021-01-18,107589.7
2021-01-19,107825.8
2021-01-20,107583.7
2021-01-21,107270.4
2021-01-22,107003.2
2021-01-23,107301.0
2021-01-24,107228.8
2021-01-25,107787.4
2021-01-26,107710.0
2021-01-27,107783.4
2021-01-28,108131.7
2021-01-29,108573.2
2021-01-30,109024.9
2021-01-31,109301.5
2021-02-01,109539.2
2021-02-02,109687.6
2021-02-03,109872.4
2021-02-04,109784.7
2021-02-05,109641.0
2021-02-06,109661.9
2021-02-07,109647.3
2021-02-08,109573.4
2021-02-09,109732.6
2021-02-10,109943.1
2021-02-11,109975.1
2021-02-12,110289.3
2021-02-13,110067.1
2021-02-14,110036.9
2021-02-15,109898.4
2021-02-16,109523.4
2021-02-17,109511.3
2021-02-18,109489.5
2021-02-19,109800.3
2021-02-20,109929.2
2021-02-21,109718.5
2021-02-22,110094.2
2021-02-23,110339.0
2021-02-24,110451.7
2021-02-25,110397.8
2021-02-26,110192.6
2021-02-27,110105.9
2021-02-28,110315.8
2021-03-01,110686.7
2021-03-02,110986.2
2021-03-03,110869.4
2021-03-04,110622.5
2021-03-05,110631.2
2021-03-06,110249.0
2021-03-07,110292.0
2021-03-08,110237.4
2021-03-09,110116.5
2021-03-10,109764.2
2021-03-11,109840.0
2021-03-12,109701.3
2021-03-13,109431.4
2021-03-14,108813.8
2021-03-15,108774.0
2021-03-16,109098.8
2021-03-17,109399.5
2021-03-18,109267.9
2021-03-19,109105.5
2021-03-20,109159.4
2021-03-21,108914.1
2021-03-22,108931.4
2021-03-23,109041.5
2021-03-24,109243.7
2021-03-25,109175.3
2021-03-26,109084.7
2021-03-27,108856.4
2021-03-28,108637.3
2021-03-29,108538.6
2021-03-30,108558.8
2021-03-31,108688.2
2021-04-01,108469.4
2021-04-02,108713.2
2021-04-03,108599.5
2021-04-04,108535.2
2021-04-05,108323.4
2021-04-06,107772.9
2021-04-07,107888.0
2021-04-08,107972.2
2021-04-09,107850.5
2021-04-10,107797.8
2021-04-11,107834.3
2021-04-12,107452.5
2021-04-13,107277.5
2021-04-14,107366.9
2021-04-15,107044.9
2021-04-16,107032.2
2021-04-17,106688.4
2021-04-18,106708.6
2021-04-19,106627.6
2021-04-20,106230.5
2021-04-21,106387.7
2021-04-22,106165.2
2021-04-23,105927.0
2021-04-24,105889.7
2021-04-25,106040.2
2021-04-26,105759.5
2021-04-27,105692.5
2021-04-28,105697.7
2021-04-29,105754.7
2021-04-30,105708.5
2021-05-01,105554.1
2021-05-02,105308.2
2021-05-03,105242.8
2021-05-04,104948.1
2021-05-05,104288.2
2021-05-06,104291.2
2021-05-07,104385.8
2021-05-08,103836.4
2021-05-09,103553.8
2021-05-10,103591.4
2021-05-11,103911.1
2021-05-12,103830.2
2021-05-13,103602.1
2021-05-14,103481.0
2021-05-15,103664.7
2021-05-16,103452.6
2021-05-17,103210.5
2021-05-18,103030.5
2021-05-19,102758.7
2021-05-20,102697.0
2021-05-21,102927.9
2021-05-22,102905.0
2021-05-23,102770.0
2021-05-24,102627.6
2021-05-25,102238.4
2021-05-26,102324.6
2021-05-27,102224.3
2021-05-28,102104.3
2021-05-29,102637.5
2021-05-30,102610.2
2021-05-31,102380.1
2021-06-01,102213.4
2021-06-02,102350.9
2021-06-03,102288.8
2021-06-04,101928.3
2021-06-05,102022.3
2021-06-06,101811.1
2021-06-07,102088.9
2021-06-08,102214.3
2021-06-09,102046.9
2021-06-10,102211.4
2021-06-11,102143.7
2021-06-12,102226.7
2021-06-13,102239.8
2021-06-14,101999.0
2021-06-15,101797.8
2021-06-16,101916.7
2021-06-17,101775.8
2021-06-18,101622.7
2021-06-19,101365.4
2021-06-20,101371.4
2021-06-21,101689.5
2021-06-22,101413.5
2021-06-23,101345.7
2021-06-24,101542.0
2021-06-25,101456.1
2021-06-26,101471.9
2021-06-27,101201.7
2021-06-28,101214.8
2021-06-29,101112.3
2021-06-30,101232.4
2021-07-01,101391.4
2021-07-02,101815.6
2021-07-03,101861.3
2021-07-04,101860.1
2021-07-05,101835.2
2021-07-06,101708.3
2021-07-07,101712.8
2021-07-08,101599.1
2021-07-09,101573.8
2021-07-10,101765.5
2021-07-11,101521.9
2021-07-12,101682.3
2021-07-13,101877.0
2021-07-14,101803.7
2021-07-15,101356.6
2021-07-16,101194.5
2021-07-17,101390.1
2021-07-18,101340.1
2021-07-19,101108.8
2021-07-20,100971.5
2021-07-21,101086.9
2021-07-22,101148.6
2021-07-23,101065.1
2021-07-24,100959.1
2021-07-25,100849.9
2021-07-26,100643.2
2021-07-27,100911.1
2021-07-28,100819.2
2021-07-29,101015.5
2021-07-30,101269.8
2021-07-31,101428.0
2021-08-01,101321.5
2021-08-02,101372.0
2021-08-03,101344.4
2021-08-04,101154.7
2021-08-05,101195.0
2021-08-06,100957.3
2021-08-07,101161.0
2021-08-08,101059.2
2021-08-09,101082.7
2021-08-10,101122.9
2021-08-11,101064.0
2021-08-12,101163.8
2021-08-13,101067.8
2021-08-14,101223.5
2021-08-15,100969.0
2021-08-16,100989.5
2021-08-17,101348.2
2021-08-18,101162.6
2021-08-19,101038.4
2021-08-20,101137.2
2021-08-21,101175.4
2021-08-22,101247.0
2021-08-23,101346.0
2021-08-24,101473.5
2021-08-25,101690.9
2021-08-26,101779.9
2021-08-27,101749.5
2021-08-28,101890.5
2021-08-29,102261.2
2021-08-30,102255.8
2021-08-31,102095.3
2021-09-01,102323.5
2021-09-02,102325.0
2021-09-03,101946.1
2021-09-04,102130.7
2021-09-05,102059.5
2021-09-06,102072.5
2021-09-07,102165.8
2021-09-08,102234.3
2021-09-09,102401.1
2021-09-10,102355.9
2021-09-11,102489.1
2021-09-12,102479.6
2021-09-13,102658.0
2021-09-14,102814.9
2021-09-15,102683.5
2021-09-16,102931.3
2021-09-17,102877.3
2021-09-18,103076.1
2021-09-19,103194.0
2021-09-20,103588.8
2021-09-21,103599.0
2021-09-22,103586.9
2021-09-23,103637.9
2021-09-24,103637.0
2021-09-25,103844.6
2021-09-26,103599.5
2021-09-27,103461.2
2021-09-28,103321.2
2021-09-29,103562.1
2021-09-30,103947.7
2021-10-01,103992.7
2021-10-02,104026.8
2021-10-03,104107.1
2021-10-04,104394.8
2021-10-05,104289.0
2021-10-06,104404.6
2021-10-07,104660.8
2021-10-08,104828.5
2021-10-09,104938.3
2021-10-10,105203.2
2021-10-11,104766.4
2021-10-12,104971.8
2021-10-13,104925.4
2021-10-14,104655.9
2021-10-15,104832.5
2021-10-16,105174.5
2021-10-17,105229.7
2021-10-18,105493.6
2021-10-19,105884.6
2021-10-20,106220.1
2021-10-21,106618.9
2021-10-22,106847.2
2021-10-23,106948.7
2021-10-24,106729.4
2021-10-25,106770.5
2021-10-26,106697.4
2021-10-27,107204.0
2021-10-28,107260.5
2021-10-29,107375.1
2021-10-30,107572.8
2021-10-31,107673.4
2021-11-01,108093.1
2021-11-02,108066.2
2021-11-03,108197.6
2021-11-04,108148.1
2021-11-05,107986.9
2021-11-06,107963.0
2021-11-07,108050.7
2021-11-08,108062.5
2021-11-09,108023.3
2021-11-10,107845.3
2021-11-11,107924.7
2021-11-12,107727.2
2021-11-13,107971.1
2021-11-14,108083.1
2021-11-15,107894.4
2021-11-16,107929.9
2021-11-17,107878.6
2021-11-18,108037.0
2021-11-19,108395.7
2021-11-20,108123.9
2021-11-21,108242.3
2021-11-22,108306.5
2021-11-23,108534.2
2021-11-24,108671.8
2021-11-25,108619.1
2021-11-26,108651.3
2021-11-27,108589.1
2021-11-28,108896.3
2021-11-29,108995.0
2021-11-30,109465.6
2021-12-01,109547.8
2021-12-02,109501.1
2021-12-03,109294.0
2021-12-04,109028.6
2021-12-05,108805.6
2021-12-06,108950.0
2021-12-07,109142.2
2021-12-08,108917.5
2021-12-09,109185.7
2021-12-10,109178.6
2021-12-11,109296.5
2021-12-12,109706.9
2021-12-13,109974.1
2021-12-14,110007.5
2021-12-15,109915.3
2021-12-16,109569.2
2021-12-17,109509.4
2021-12-18,109550.7
2021-12-19,109435.1
2021-12-20,109490.6
2021-12-21,109587.2
2021-12-22,109622.2
2021-12-23,109570.5
2021-12-24,109682.9
2021-12-25,109849.7
2021-12-26,109706.0
2021-12-27,110066.9
2021-12-28,110121.8
2021-12-29,110199.4
2021-12-30,110415.6
2021-12-31,110534.8
2022-01-01,110798.9
2022-01-02,110927.1
2022-01-03,110871.5
2022-01-04,111012.5
2022-01-05,110846.4
2022-01-06,110933.7
2022-01-07,110991.0
2022-01-08,111011.4
2022-01-09,111046.8
2022-01-10,110723.4
2022-01-11,110670.3
2022-01-12,110746.9
2022-01-13,110835.9
2022-01-14,110680.9
2022-01-15,110993.4
2022-01-16,110868.7
2022-01-17,111118.2
2022-01-18,111255.5
2022-01-19,111171.6
2022-01-20,111582.4
2022-01-21,111383.5
2022-01-22,111616.4
2022-01-23,111864.6
2022-01-24,111768.6
2022-01-25,112094.6
2022-01-26,112082.1
2022-01-27,112178.7
2022-01-28,112268.0
2022-01-29,112274.7
2022-01-30,112474.3
2022-01-31,112669.0
2022-02-01,112339.1
2022-02-02,112635.8
2022-02-03,112320.4
2022-02-04,112558.2
2022-02-05,112814.0
2022-02-06,112611.5
2022-02-07,112547.5
2022-02-08,112338.6
2022-02-09,112311.8
2022-02-10,112264.1
2022-02-11,112439.1
2022-02-12,112722.0
2022-02-13,113021.0
2022-02-14,112914.7
2022-02-15,112879.5
2022-02-16,112538.7
2022-02-17,112377.3
2022-02-18,112579.5
2022-02-19,112914.4
2022-02-20,112659.8
2022-02-21,112536.1
2022-02-22,112527.5
2022-02-23,112580.6
2022-02-24,112407.3
2022-02-25,112486.9
2022-02-26,112379.7
2022-02-27,112365.7
2022-02-28,112465.8
2022-03-01,112453.0
2022-03-02,112347.3
2022-03-03,112307.5
2022-03-04,112270.5
2022-03-05,112173.9
2022-03-06,112098.7
2022-03-07,112404.6
2022-03-08,112495.1
2022-03-09,112407.8
2022-03-10,112523.2
2022-03-11,112425.1
2022-03-12,112635.4
2022-03-13,112678.8
2022-03-14,112622.7
2022-03-15,112679.3
2022-03-16,112319.6
2022-03-17,112050.0
2022-03-18,111765.3
2022-03-19,111753.7
2022-03-20,112066.7
2022-03-21,112480.4
2022-03-22,112565.7
2022-03-23,112621.5
2022-03-24,112204.5
2022-03-25,112044.0
2022-03-26,111832.2
2022-03-27,111653.4
2022-03-28,111565.9
2022-03-29,111415.1
2022-03-30,110955.4
2022-03-31,111051.6
2022-04-01,110774.9
2022-04-02,110764.8
2022-04-03,111127.4
2022-04-04,110878.7
2022-04-05,110301.2
2022-04-06,110179.7
2022-04-07,110339.2
2022-04-08,110671.6
2022-04-09,110355.1
2022-04-10,110388.1
2022-04-11,110225.0
2022-04-12,110133.8
2022-04-13,110598.8
2022-04-14,110222.6
2022-04-15,110201.3
2022-04-16,110222.2
2022-04-17,110367.0
2022-04-18,110311.2
2022-04-19,110297.0
2022-04-20,110140.7
2022-04-21,110117.0
2022-04-22,109969.1
2022-04-23,110014.6
2022-04-24,109860.0
2022-04-25,109854.9
2022-04-26,109767.3
2022-04-27,109910.9
2022-04-28,109817.5
2022-04-29,109378.8
2022-04-30,109547.4
2022-05-01,109281.5
2022-05-02,109065.8
2022-05-03,108861.5
2022-05-04,109049.9
2022-05-05,108537.7
2022-05-06,109076.1
2022-05-07,109198.9
2022-05-08,109155.3
2022-05-09,109056.1
2022-05-10,109024.2
2022-05-11,109038.7
2022-05-12,109077.3
2022-05-13,109097.7
2022-05-14,109025.6
2022-05-15,108896.5
2022-05-16,108776.5
2022-05-17,108647.8
2022-05-18,108781.1
2022-05-19,108807.5
2022-05-20,108137.9
2022-05-21,108176.7
2022-05-22,108124.7
2022-05-23,108030.8
2022-05-24,107864.4
2022-05-25,107994.8
2022-05-26,108090.4
2022-05-27,107849.1
2022-05-28,107839.0
2022-05-29,107559.6
2022-05-30,107201.0
2022-05-31,106990.1
2022-06-01,107069.9
2022-06-02,107167.5
2022-06-03,107179.5
2022-06-04,107233.0
2022-06-05,107246.0
2022-06-06,107034.5
2022-06-07,107032.0
2022-06-08,107101.2
2022-06-09,107161.8
2022-06-10,107306.8
2022-06-11,107359.0
2022-06-12,107342.7
2022-06-13,107465.6
2022-06-14,107377.4
2022-06-15,107124.8
2022-06-16,107011.8
2022-06-17,106787.5
2022-06-18,106577.6
2022-06-19,106470.6
2022-06-20,106240.0
2022-06-21,106103.5
2022-06-22,105663.8
2022-06-23,105629.3
2022-06-24,105554.9
2022-06-25,105324.9
2022-06-26,105378.4
2022-06-27,105485.8
2022-06-28,105107.9
2022-06-29,104892.7
2022-06-30,104677.4
2022-07-01,104430.8
2022-07-02,104522.6
2022-07-03,104420.4
2022-07-04,104305.9
2022-07-05,103861.9
2022-07-06,103921.0
2022-07-07,103625.1
2022-07-08,103577.2
2022-07-09,103571.8
2022-07-10,103772.9
2022-07-11,103469.1
2022-07-12,102842.8
2022-07-13,102824.7
2022-07-14,103113.8
2022-07-15,103297.6
2022-07-16,103287.9
2022-07-17,103147.1
2022-07-18,103252.9
2022-07-19,103023.8
2022-07-20,103069.8
2022-07-21,103122.6
2022-07-22,103281.3
2022-07-23,103761.6
2022-07-24,103796.9
2022-07-25,103663.9
2022-07-26,103623.4
2022-07-27,103256.3
2022-07-28,103093.0
2022-07-29,102984.9
2022-07-30,102856.8
2022-07-31,102857.4
2022-08-01,102676.3
2022-08-02,102861.9
2022-08-03,102838.5
2022-08-04,102814.8
2022-08-05,102732.8
2022-08-06,102743.1
2022-08-07,102880.6
2022-08-08,102702.1
2022-08-09,102564.5
2022-08-10,102494.9
2022-08-11,102231.5
2022-08-12,102068.4
2022-08-13,101971.3
2022-08-14,102129.1
2022-08-15,102173.7
2022-08-16,102206.9
2022-08-17,102365.1
2022-08-18,102339.4
2022-08-19,102414.4
2022-08-20,102398.4
2022-08-21,102453.1
2022-08-22,102350.3
2022-08-23,101900.9
2022-08-24,101885.4
2022-08-25,102163.6
2022-08-26,102350.2
2022-08-27,102545.9
2022-08-28,102794.0
2022-08-29,102828.3
2022-08-30,102884.7
2022-08-31,102789.5
2022-09-01,102752.6
2022-09-02,102892.2
2022-09-03,103144.0
2022-09-04,103145.0
2022-09-05,103089.0
2022-09-06,103119.3
2022-09-07,103264.2
2022-09-08,103025.7
2022-09-09,102628.1
2022-09-10,102560.5
2022-09-11,102368.1
2022-09-12,102311.2
2022-09-13,102323.7
2022-09-14,102279.9
2022-09-15,102597.2
2022-09-16,102703.6
2022-09-17,102806.5
2022-09-18,102971.6
2022-09-19,102805.3
2022-09-20,103052.2
2022-09-21,103089.6
2022-09-22,103269.6
2022-09-23,103121.1
2022-09-24,102882.3
2022-09-25,103094.2
2022-09-26,103223.9
2022-09-27,103112.1
2022-09-28,103007.6
2022-09-29,103283.3
2022-09-30,103120.3
2022-10-01,103497.1
2022-10-02,103391.2
2022-10-03,103579.5
2022-10-04,103584.7
2022-10-05,103768.7
2022-10-06,103735.0
2022-10-07,103775.0
2022-10-08,103855.0
2022-10-09,103736.5
2022-10-10,103952.4
2022-10-11,103929.3
2022-10-12,103961.6
2022-10-13,103847.8
2022-10-14,103433.6
2022-10-15,103475.2
2022-10-16,104018.5
2022-10-17,104250.0
2022-10-18,104327.7
2022-10-19,104359.3
2022-10-20,104446.6
2022-10-21,104636.0
2022-10-22,104492.4
2022-10-23,104793.1
2022-10-24,105017.6
2022-10-25,105243.5
2022-10-26,105416.1
2022-10-27,105508.2
2022-10-28,105727.7
2022-10-29,105932.4
2022-10-30,105953.7
2022-10-31,105932.7
2022-11-01,106043.6
2022-11-02,106437.4
2022-11-03,106287.7
2022-11-04,106093.5
2022-11-05,106218.4
2022-11-06,106321.4
2022-11-07,106448.7
2022-11-08,106590.3
2022-11-09,106640.6
2022-11-10,107027.5
2022-11-11,106807.6
2022-11-12,106739.3
2022-11-13,106813.7
2022-11-14,106584.7
2022-11-15,106644.7
2022-11-16,107067.6
2022-11-17,107166.8
2022-11-18,107307.7
2022-11-19,107153.4
2022-11-20,107126.3
2022-11-21,107146.7
2022-11-22,107178.4
2022-11-23,107527.6
2022-11-24,107733.2
2022-11-25,107606.6
2022-11-26,107750.0
2022-11-27,107943.5
2022-11-28,108265.0
2022-11-29,108674.6
2022-11-30,108565.6
2022-12-01,108496.7
2022-12-02,108337.8
2022-12-03,108383.2
2022-12-04,108568.7
2022-12-05,108858.5
2022-12-06,108934.6
2022-12-07,108961.1
2022-12-08,109081.9
2022-12-09,109003.4
2022-12-10,109513.8
2022-12-11,109278.3
2022-12-12,109403.6
2022-12-13,109899.9
2022-12-14,109988.4
2022-12-15,110036.3
2022-12-16,110049.6
2022-12-17,110097.9
2022-12-18,110460.5
2022-12-19,110095.0
2022-12-20,110489.0
2022-12-21,110281.3
2022-12-22,110307.8
2022-12-23,110300.2
2022-12-24,110499.1
2022-12-25,110251.2
2022-12-26,110422.5
2022-12-27,110911.9
2022-12-28,110708.7
2022-12-29,110821.6
2022-12-30,110759.3
2022-12-31,110918.5
2023-01-01,110993.5
2023-01-02,110931.9
2023-01-03,111100.7
2023-01-04,111538.8
2023-01-05,111566.4
2023-01-06,111779.9
2023-01-07,111578.5
2023-01-08,111444.8
2023-01-09,111603.9
2023-01-10,111970.2
2023-01-11,112103.1
2023-01-12,112096.9
2023-01-13,112153.7
2023-01-14,111951.3
2023-01-15,112130.4
2023-01-16,112365.7
2023-01-17,112324.0
2023-01-18,112277.1
2023-01-19,112381.0
2023-01-20,112338.2
2023-01-21,112370.6
2023-01-22,112850.1
2023-01-23,112842.4
2023-01-24,112810.0
2023-01-25,112716.2
2023-01-26,112909.5
2023-01-27,112909.5
2023-01-28,112810.7
2023-01-29,113119.5
2023-01-30,113447.4
2023-01-31,113354.3
2023-02-01,112996.6
2023-02-02,113234.4
2023-02-03,113119.0
2023-02-04,113308.8
2023-02-05,112922.9
2023-02-06,113130.8
2023-02-07,112899.4
2023-02-08,113070.6
2023-02-09,113091.0
2023-02-10,112908.4
2023-02-11,112838.0
2023-02-12,112993.6
2023-02-13,113026.8
2023-02-14,113158.1
2023-02-15,113577.8
2023-02-16,113258.4
2023-02-17,113600.0
2023-02-18,113625.0
2023-02-19,113439.4
2023-02-20,113162.3
2023-02-21,113121.3
2023-02-22,113310.1
2023-02-23,113278.8
2023-02-24,113587.1
2023-02-25,113276.9
2023-02-26,113264.9
2023-02-27,112993.0
2023-02-28,113056.0
2023-03-01,113226.4
2023-03-02,113122.9
2023-03-03,112563.6
2023-03-04,112586.1
2023-03-05,112656.6
2023-03-06,112718.7
2023-03-07,112952.1
2023-03-08,112704.4
2023-03-09,112819.2
2023-03-10,113038.9
2023-03-11,112639.7
2023-03-12,112675.0
